objectid;Codigo;Jardin;Barrio;DM;Zona;Mantenimie;Tipo;CREATED_USER;CREATED_DATE;LAST_EDITED_USER;LAST_EDITED_DATE;geo_shape;geo_point_2d
184;99101411;Rio Duero Pl;Benimaclet;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3601881563575437, 39.4824664739563], ""type"": ""Point""}";39.4824664739563, -0.3601881563575437
192;99101421;Emili Beut i Belenguer Pl;Cami de Vera;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.35712739369189844, 39.48929565311787], ""type"": ""Point""}";39.48929565311787, -0.35712739369189844
193;99101425;Jose Maria Trenco Pl;Benimaclet;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.35866645151625515, 39.48524427925025], ""type"": ""Point""}";39.48524427925025, -0.35866645151625515
200;99101507;Motilla del Palancar C/;Els Orriols;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3681314978180238, 39.49062710887149], ""type"": ""Point""}";39.49062710887149, -0.3681314978180238
201;99101508;Hermanos Becquer Pl;Els Orriols;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.36889802391295545, 39.491141244088965], ""type"": ""Point""}";39.491141244088965, -0.36889802391295545
290;99110703;Archena C/;Soternes;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.4093371926102799, 39.472111154327386], ""type"": ""Point""}";39.472111154327386, -0.4093371926102799
293;99110712;Nou Moles Pl;Nou Moles;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39390225796196265, 39.471482932748216], ""type"": ""Point""}";39.471482932748216, -0.39390225796196265
297;99110719;Grupo Antonio Rueda;Tres Forques;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39814908840094837, 39.46450175641516], ""type"": ""Point""}";39.46450175641516, -0.39814908840094837
298;99110721;L'Emigrant Valencia C/ - Pintor Stolz C/;Nou Moles;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3976722545560574, 39.46919845287943], ""type"": ""Point""}";39.46919845287943, -0.3976722545560574
300;99110723;Maguncia Pl;Tres Forques;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.4010303410298285, 39.46544960545626], ""type"": ""Point""}";39.46544960545626, -0.4010303410298285
307;99110739;Cami Vell de Chirivella - Del Cid Av;Soternes;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.4142129938040672, 39.47046941544983], ""type"": ""Point""}";39.47046941544983, -0.4142129938040672
308;99110740;De Las Trece Rosas Pl;La Llum;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.41055566327078147, 39.4685477602286], ""type"": ""Point""}";39.4685477602286, -0.41055566327078147
310;99110742;Miguel Adlert Noguero Pl;La Llum;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.4119838887069838, 39.46748185171238], ""type"": ""Point""}";39.46748185171238, -0.4119838887069838
314;99110832;Torrente C/ - Tres Cruces Av;Vara de Quart;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.40343171077773904, 39.46092409865026], ""type"": ""Point""}";39.46092409865026, -0.40343171077773904
318;99110814;Doctor Marañon C/ - Montesa C/;Favara;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3938574205165082, 39.4549674577499], ""type"": ""Point""}";39.4549674577499, -0.3938574205165082
322;99110820;San Isidro C/;Sant Isidre;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.4067485780162071, 39.452721158155676], ""type"": ""Point""}";39.452721158155676, -0.4067485780162071
324;99110822;Jacinto Labaila C/ - Fontanars C/;Safranar;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39263787386435783, 39.45771111687655], ""type"": ""Point""}";39.45771111687655, -0.39263787386435783
326;99110825;La Safor Pl;Safranar;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39526612809948036, 39.45980524223133], ""type"": ""Point""}";39.45980524223133, -0.39526612809948036
330;99110829;Patraix PAI;Sant Isidre;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3991829695298981, 39.45443439591052], ""type"": ""Point""}";39.45443439591052, -0.3991829695298981
333;99110829;Patraix PAI;Sant Isidre;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39797583362962696, 39.45798365494749], ""type"": ""Point""}";39.45798365494749, -0.39797583362962696
334;99110829;Patraix PAI;Sant Isidre;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3986476872326529, 39.460851169623616], ""type"": ""Point""}";39.460851169623616, -0.3986476872326529
339;99110837;Benimarfull Pl;Safranar;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.4004817410264767, 39.45890308574801], ""type"": ""Point""}";39.45890308574801, -0.4004817410264767
348;99110916;Ingeniero Jose Sirera C/ - San Pio X C/;Sant Marceli;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38843631731985045, 39.44614345611054], ""type"": ""Point""}";39.44614345611054, -0.38843631731985045
349;99110919;Julio Verne Pl - Los Pedrones C/;L'Hort de Senabre;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3917369495329876, 39.45028261570401], ""type"": ""Point""}";39.45028261570401, -0.3917369495329876
356;99110934;Segovia Pl;L'Hort de Senabre;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3911320940031002, 39.44913653710272], ""type"": ""Point""}";39.44913653710272, -0.3911320940031002
361;99111017;Dr Torrens Pl;Mont-Olivet;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.36471298237536354, 39.45788456999292], ""type"": ""Point""}";39.45788456999292, -0.36471298237536354
366;99111011;Bulevar SUR (IV) San Vicente C/ - Carrera Fuente de San Luis;Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.37865461439223835, 39.44572809988261], ""type"": ""Point""}";39.44572809988261, -0.37865461439223835
370;99111023;Escultor Victor Hino Pl;Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.37694112792993, 39.45213384773097], ""type"": ""Point""}";39.45213384773097, -0.37694112792993
372;99111025;Amado Granell Av - Peris y Valero Av;Mont-Olivet;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.36168727764722375, 39.4550172887081], ""type"": ""Point""}";39.4550172887081, -0.36168727764722375
203;99101510;Obispo Laguarda Pl;Torrefiel;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3789501310506241, 39.49442920693799], ""type"": ""Point""}";39.49442920693799, -0.3789501310506241
204;99101511;Raco de l'Horta Pl y Adyacentes;Sant Llorens;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3594666269276976, 39.49187811132024], ""type"": ""Point""}";39.49187811132024, -0.3594666269276976
205;99101512;De Lazaro Cardenas Pl;Sant Llorens;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.36047552007540384, 39.489994062273276], ""type"": ""Point""}";39.489994062273276, -0.36047552007540384
210;99101518;Dolores Marques C7 - Valladolid Av;Sant Llorens;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.36163553494144907, 39.4899456243784], ""type"": ""Point""}";39.4899456243784, -0.36163553494144907
218;99101531;Maria Teresa Oller i Benlloch C/ - Rio Bidasoa C/;Torrefiel;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.37960035848830065, 39.497858535369645], ""type"": ""Point""}";39.497858535369645, -0.37960035848830065
221;99101536;Duque de Mandas C/ (Ermita de San Jeronimo);Els Orriols;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3693251308493216, 39.49316071603434], ""type"": ""Point""}";39.49316071603434, -0.3693251308493216
226;99101606;Poeta Serrano Clavero C/;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.38931019089183394, 39.49209443199854], ""type"": ""Point""}";39.49209443199854, -0.38931019089183394
227;99101607;Barig C/;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3929071989934485, 39.493986024849995], ""type"": ""Point""}";39.493986024849995, -0.3929071989934485
229;99101614;General Llorens C/ - Castellonet C/;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.38546096203707136, 39.49233906649178], ""type"": ""Point""}";39.49233906649178, -0.38546096203707136
237;99101626;Musico Fayos C/ - Salvador Rodriguez Bronchu C/;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3875505890288679, 39.49480584826313], ""type"": ""Point""}";39.49480584826313, -0.3875505890288679
239;99101628;Jose Maria Gimenez Fayos Pl y Adyacentes;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3853784972276509, 39.4957345175062], ""type"": ""Point""}";39.4957345175062, -0.3853784972276509
243;99101632;Manuel Melin Fuster C/;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.39058019778741826, 39.49785992443415], ""type"": ""Point""}";39.49785992443415, -0.39058019778741826
244;99101634;Carlos Climent Gonzalez C/ - Hermanos Machado Av;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3879194456237386, 39.49821144775774], ""type"": ""Point""}";39.49821144775774, -0.3879194456237386
246;99101702;Moreral Pl;Borboto;17.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.39078334727419567, 39.515646913023375], ""type"": ""Point""}";39.515646913023375, -0.39078334727419567
247;99101716;Juan Bautista Pastor C/;Borboto;17.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3892733656266304, 39.51462478266147], ""type"": ""Point""}";39.51462478266147, -0.3892733656266304
248;99101705;Iglesia Pl;Poble Nou;17.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3827358548438867, 39.50290764383374], ""type"": ""Point""}";39.50290764383374, -0.3827358548438867
250;99101714;Camino del Calvario;Carpesa;17.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.37818362505546327, 39.518895419838444], ""type"": ""Point""}";39.518895419838444, -0.37818362505546327
251;99101711;Alboraya Camino Tabernes y Adyacentes (Frente Lladro);Sant Llorens;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.36353130877692624, 39.502942174149], ""type"": ""Point""}";39.502942174149, -0.36353130877692624
255;99101722;El Greco Pl;Benifaraig;17.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.38557929729149165, 39.528761201734454], ""type"": ""Point""}";39.528761201734454, -0.38557929729149165
260;99110102;Blanquerias C/ - Conde Trenor C/;El Carme;1.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.37719390807474534, 39.48041508688589], ""type"": ""Point""}";39.48041508688589, -0.37719390807474534
263;99110114;Don Juan de Villarrasa Pl;El Mercat;1.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38081985395525897, 39.47395798047609], ""type"": ""Point""}";39.47395798047609, -0.38081985395525897
265;99110133;Recadero C/;El Pilar;1.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38211908615239826, 39.47251027933501], ""type"": ""Point""}";39.47251027933501, -0.38211908615239826
271;99110147;Jardin Esculturas IVAM;El Carme;1.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38236815654598194, 39.479112540480514], ""type"": ""Point""}";39.479112540480514, -0.38236815654598194
272;99110205;Jacinto Benavente Av;La Gran Via;2.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3615826656222048, 39.464696021997604], ""type"": ""Point""}";39.464696021997604, -0.3615826656222048
275;99110212;Doctor Landete Pl;Russafa;2.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.371813360306574, 39.46299347942195], ""type"": ""Point""}";39.46299347942195, -0.371813360306574
279;99110305;Maestro Sosa C/;Arrancapins;3.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3834338441057616, 39.460785488894636], ""type"": ""Point""}";39.460785488894636, -0.3834338441057616
281;99110306;Maria Beneyto Pl;El Botanic;3.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3847032343802452, 39.47633902967787], ""type"": ""Point""}";39.47633902967787, -0.3847032343802452
284;99110314;Pintor Segrelles Pl;Arrancapins;3.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38573566685821153, 39.463817291056664], ""type"": ""Point""}";39.463817291056664, -0.38573566685821153
151;99101308;Campoamor C/ (III);L'Illa Perduda;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.34125824604500715, 39.469380508611955], ""type"": ""Point""}";39.469380508611955, -0.34125824604500715
152;99101310;Escultor Alfonso Gabino Pl;Ciutat Jardi;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3461546765594059, 39.47464446104789], ""type"": ""Point""}";39.47464446104789, -0.3461546765594059
163;99101319;Jose Maria Orense Pl;La Carrasca;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3400163573340235, 39.47321410553583], ""type"": ""Point""}";39.47321410553583, -0.3400163573340235
164;99101322;Emilio Gasco Contell C/;Ciutat Jardi;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3467969464164343, 39.472888366886764], ""type"": ""Point""}";39.472888366886764, -0.3467969464164343
165;99101327;Mestre Ripoll Pl;La Carrasca;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3384456101647479, 39.472473042321866], ""type"": ""Point""}";39.472473042321866, -0.3384456101647479
167;99101330;Honduras Pl;Ciutat Jardi;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3423882472391167, 39.47346067402349], ""type"": ""Point""}";39.47346067402349, -0.3423882472391167
169;99101330;Honduras Pl;Ciutat Jardi;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.345252077364075, 39.474273966277636], ""type"": ""Point""}";39.474273966277636, -0.345252077364075
170;99101332;Beatriz Tortosa C/;L'Amistat;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.34947837846961444, 39.471154758969426], ""type"": ""Point""}";39.471154758969426, -0.34947837846961444
172;99101341;Explorador Andres C/ - Actriz Encarna Mañez C/;Ciutat Jardi;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.346017512906878, 39.47245124893852], ""type"": ""Point""}";39.47245124893852, -0.346017512906878
173;99101341;Explorador Andres C/ - Actriz Encarna Mañez C/;Ciutat Jardi;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3456175739012708, 39.471550056872545], ""type"": ""Point""}";39.471550056872545, -0.3456175739012708
124;99101226;Maestro Valls C/ - Santo Justo y Pastor Av;Aiora;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3402022247619691, 39.46702470871099], ""type"": ""Point""}";39.46702470871099, -0.3402022247619691
13;99100420;Bajadoz Pl. y Laterales;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3991327740001095, 39.48162544962282], ""type"": ""Point""}";39.48162544962282, -0.3991327740001095
20;99100432;Camapanar Av y Platabandas adyacentes;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.39309222664778504, 39.480381959272925], ""type"": ""Point""}";39.480381959272925, -0.39309222664778504
29;99100441;Luis Buñuel C/;Sant Pau;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.40275949329552746, 39.482332346665956], ""type"": ""Point""}";39.482332346665956, -0.40275949329552746
38;99100454;Jorge Comin C/;Sant Pau;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.4044407453581103, 39.47991406448422], ""type"": ""Point""}";39.47991406448422, -0.4044407453581103
74;99101102;Dr. Lorenzo de la Flor Pl;Cabanyal-Canyamelar;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3309047157697428, 39.46933172990704], ""type"": ""Point""}";39.46933172990704, -0.3309047157697428
82;99101112;Campillo de Altobuey C/ y Adyacentes;Betero;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.33437569955967283, 39.47502867913859], ""type"": ""Point""}";39.47502867913859, -0.33437569955967283
190;99101418;Emili Baro Av - Masquefa C/;Cami de Vera;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3585828069853886, 39.4918233022053], ""type"": ""Point""}";39.4918233022053, -0.3585828069853886
295;99110718;Doctor Berenguer Ferrer Pl;La Fontsanta;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.4082730566959806, 39.4664065139555], ""type"": ""Point""}";39.4664065139555, -0.4082730566959806
327;99110826;Manuel Simo C/ - Maria Jordan C/;Patraix;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39252408573127706, 39.46066653519816], ""type"": ""Point""}";39.46066653519816, -0.39252408573127706
368;99111021;Ebanista Caselles C/ - Carrera Fuente de San Luis;Na Rovella;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3703947773461452, 39.45069183584671], ""type"": ""Point""}";39.45069183584671, -0.3703947773461452
223;99101603;Luis Marti Alegre C/;Ciutat Fallera;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.39208066199400105, 39.498758964652346], ""type"": ""Point""}";39.498758964652346, -0.39208066199400105
256;99101723;Massamagrel C/ - Losa del Obispo C/;Benifaraig;17.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3848305342956237, 39.5285867687421], ""type"": ""Point""}";39.5285867687421, -0.3848305342956237
166;99101329;Historiador Sanchez Albornoz C/;La Vega Baixa;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3524762848732513, 39.4772458239473], ""type"": ""Point""}";39.4772458239473, -0.3524762848732513
380;99111034;Pepita Samper C/ - Zapadores C/;Mont-Olivet;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.36853504969726175, 39.45931689265667], ""type"": ""Point""}";39.45931689265667, -0.36853504969726175
388;99111043;PAI Moreras (II);La Punta;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3380057562267878, 39.4533829197416], ""type"": ""Point""}";39.4533829197416, -0.3380057562267878
401;99111070;Jardin M-12 (PAI Malilla Norte);Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.37521901042038697, 39.44629576617369], ""type"": ""Point""}";39.44629576617369, -0.37521901042038697
409;99111104;Francisco Falcons C/;Natzaret;11.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.33444317557793524, 39.44721366860889], ""type"": ""Point""}";39.44721366860889, -0.33444317557793524
440;99121811;Parque Lineal;Benimamet;18.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.42160788225592155, 39.50127693580836], ""type"": ""Point""}";39.50127693580836, -0.42160788225592155
483;99122001;Jardin del Turia Tramo 1;Cauce del Turia;20.0;TURIA;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.40395972703246996, 39.474078271299916], ""type"": ""Point""}";39.474078271299916, -0.40395972703246996
374;99111026;Mestre Vicente Ballester Fandos Pl;Ciutat de les Arts i de les Ciencies;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.35837018362375445, 39.454460582572146], ""type"": ""Point""}";39.454460582572146, -0.35837018362375445
376;99111029;Hermanos Maristas Av;Na Rovella;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3638514794320743, 39.45368677444765], ""type"": ""Point""}";39.45368677444765, -0.3638514794320743
381;99111039;Na Rovella C/;Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3720205576879021, 39.45014020407288], ""type"": ""Point""}";39.45014020407288, -0.3720205576879021
384;99111041;Paco Pierra C/;Na Rovella;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3671514221064946, 39.450193203055626], ""type"": ""Point""}";39.450193203055626, -0.3671514221064946
386;99111042;PAI Alqueria de Benet;Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38064961580296747, 39.4502019685199], ""type"": ""Point""}";39.4502019685199, -0.38064961580296747
389;99111043;PAI Moreras (II);La Punta;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.33724490645796656, 39.45348068726933], ""type"": ""Point""}";39.45348068726933, -0.33724490645796656
390;99111046;Pedagogo Pestalozzi Pl;Mont-Olivet;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3654652660849357, 39.457379505410806], ""type"": ""Point""}";39.457379505410806, -0.3654652660849357
391;99111051;Poeta Badenes Pl;Na Rovella;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.36170932046361415, 39.45658803548545], ""type"": ""Point""}";39.45658803548545, -0.36170932046361415
392;99111052;Poeta Miguel Hernandez Pl;Na Rovella;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3647545720600922, 39.45525693050672], ""type"": ""Point""}";39.45525693050672, -0.3647545720600922
396;99111058;(Torres de Monteolivete) Poeta Josep Cervera i Grifol C/ - Bandes de Musica C.V. Pl;Ciutat de les Arts i de les Ciencies;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.35707026708654804, 39.455153753137395], ""type"": ""Point""}";39.455153753137395, -0.35707026708654804
397;99111058;(Torres de Monteolivete) Poeta Josep Cervera i Grifol C/ - Bandes de Musica C.V. Pl;Ciutat de les Arts i de les Ciencies;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3580232113607965, 39.456524870458665], ""type"": ""Point""}";39.456524870458665, -0.3580232113607965
406;99111108;(Parque de Natzaret) Manuel de Carbonera C/ - Algemesi C/;Natzaret;11.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.33259223961440537, 39.444082834382975], ""type"": ""Point""}";39.444082834382975, -0.33259223961440537
413;99111907;Castillo de Cullera C/ - Benidoleig C/;La Torre;19.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39354949268578826, 39.43438483583121], ""type"": ""Point""}";39.43438483583121, -0.39354949268578826
417;99111945;Reus Parra C/ (Jardi de la Font);La Torre;19.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.389925867881387, 39.43471494886558], ""type"": ""Point""}";39.43471494886558, -0.389925867881387
421;99111928;Rocio C/;Castellar-L'Oliveral;19.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3639764116493664, 39.43080030280324], ""type"": ""Point""}";39.43080030280324, -0.3639764116493664
424;99111941;Sociopolis;Faitanar;19.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39612610903339524, 39.43639444661739], ""type"": ""Point""}";39.43639444661739, -0.39612610903339524
426;99111909;Jesuset de L'Hort C/;El Palmar;19.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3168123756160681, 39.30884094997187], ""type"": ""Point""}";39.30884094997187, -0.3168123756160681
429;99111920;Mossen Cuenca C/ - Marion Villamil C/;Pinedo;19.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3378199626468075, 39.42240098838531], ""type"": ""Point""}";39.42240098838531, -0.3378199626468075
435;99110926;Parque de la Rambleta Pio IX C/;Cami Real;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39295269419311074, 39.446522598631304], ""type"": ""Point""}";39.446522598631304, -0.39295269419311074
436;99111029;Hermanos Maristas Av;Na Rovella;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3680981772944989, 39.45201391856907], ""type"": ""Point""}";39.45201391856907, -0.3680981772944989
439;99121811;Parque Lineal;Benimamet;18.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.425341985276177, 39.49857951937007], ""type"": ""Point""}";39.49857951937007, -0.425341985276177
445;99121820;Parques de Beniferri;Beniferri;18.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.404703394388988, 39.49491933246912], ""type"": ""Point""}";39.49491933246912, -0.404703394388988
448;99121610;A4;Benicalap;16.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3992778935161189, 39.49394220846589], ""type"": ""Point""}";39.49394220846589, -0.3992778935161189
450;99121620;Parque de Benicalap;Ciutat Fallera;16.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3967584920202182, 39.496174263075574], ""type"": ""Point""}";39.496174263075574, -0.3967584920202182
451;99121612;Jardin Camino de Moncada;Benicalap;16.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.38065767759949015, 39.494266279471965], ""type"": ""Point""}";39.494266279471965, -0.38065767759949015
452;99121612;Jardin Camino de Moncada;Benicalap;16.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.38111583104111657, 39.49522934765035], ""type"": ""Point""}";39.49522934765035, -0.38111583104111657
