objectid;Codigo;Jardin;Barrio;DM;Zona;Mantenimie;Tipo;CREATED_USER;CREATED_DATE;LAST_EDITED_USER;LAST_EDITED_DATE;geo_shape;geo_point_2d
254;99101720;Pinar de les Pedreres;Massarrojos;17.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.4206146583719779, 39.54865691757679], ""type"": ""Point""}";39.54865691757679, -0.4206146583719779
261;99110108;Guillem de Castro C/ - Hospital C/;Sant Francesc;1.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38225099007431845, 39.47064699680397], ""type"": ""Point""}";39.47064699680397, -0.38225099007431845
264;99110119;General Palanca C/ - General Tovar C/ (Glorieta);La Xerea;1.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3693252456316904, 39.47251382129263], ""type"": ""Point""}";39.47251382129263, -0.3693252456316904
266;99110140;Vinatea C/ - Actor Rivelles C/ - Hospital C/;El Pilar;1.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38059335844249825, 39.47138419075872], ""type"": ""Point""}";39.47138419075872, -0.38059335844249825
267;99110143;Tavernes de la Valldigna Pl;El Carme;1.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38038473008806156, 39.477631933219364], ""type"": ""Point""}";39.477631933219364, -0.38038473008806156
268;99110144;Hiedra C/;El Mercat;1.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3785906272296434, 39.47233993063447], ""type"": ""Point""}";39.47233993063447, -0.3785906272296434
269;99110145;Morella C/ - Raga C/;El Carme;1.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3796907140167115, 39.478033604779775], ""type"": ""Point""}";39.478033604779775, -0.3796907140167115
274;99110209;Regne de Valencia Av;La Gran Via;2.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.36856720301385887, 39.46423741738717], ""type"": ""Point""}";39.46423741738717, -0.36856720301385887
276;99110213;Pintor Salvador Abril C/ - Pedro III El Grande C/;Russafa;2.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.37015365864513433, 39.462506898664884], ""type"": ""Point""}";39.462506898664884, -0.37015365864513433
280;99110304;Literato Gabriel Miro C/ - Juan Llorens C/;La Petxina;3.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39097610468731037, 39.47222070040915], ""type"": ""Point""}";39.47222070040915, -0.39097610468731037
282;99110308;Marva C/ - Albacete C/;Arrancapins;3.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3838102997799039, 39.464118503879625], ""type"": ""Point""}";39.464118503879625, -0.3838102997799039
288;99110326;San Sebastian Pl;El Botanic;3.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38652172236371113, 39.475104612763374], ""type"": ""Point""}";39.475104612763374, -0.38652172236371113
147;99101307;Campoamor C/ (II);Ciutat Jardi;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.34725371246688785, 39.471116015384446], ""type"": ""Point""}";39.471116015384446, -0.34725371246688785
148;99101307;Campoamor C/ (II);Ciutat Jardi;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3456890835522902, 39.47066630997743], ""type"": ""Point""}";39.47066630997743, -0.3456890835522902
154;99101311;Historiadora Silvia Romeu C/ - Zarra C/;Ciutat Jardi;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.347186858884068, 39.470517558302575], ""type"": ""Point""}";39.470517558302575, -0.347186858884068
159;99101312;Poeta Duran Tortajada C/ - Impresor Lambert C/;Ciutat Jardi;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3453523988733351, 39.472270465285334], ""type"": ""Point""}";39.472270465285334, -0.3453523988733351
162;99101315;Poeta Artola C/;La Vega Baixa;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.34919046476197846, 39.475378788079546], ""type"": ""Point""}";39.475378788079546, -0.34919046476197846
168;99101330;Honduras Pl;Ciutat Jardi;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3430770596721277, 39.47365269999586], ""type"": ""Point""}";39.47365269999586, -0.3430770596721277
109;99101152;Cami Fondo Grao;El Grau;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3392298597101388, 39.45841519493449], ""type"": ""Point""}";39.45841519493449, -0.3392298597101388
116;99101214;Baleares Av - Lebon C/;Cami Fondo;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3517639918388823, 39.462310318012584], ""type"": ""Point""}";39.462310318012584, -0.3517639918388823
139;99101302;Cedro Pl;Ciutat Jardi;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3469824737562489, 39.471951135649135], ""type"": ""Point""}";39.471951135649135, -0.3469824737562489
6;99100408;Ricardo Mico C/;Les Tendetes;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3871174575208346, 39.48137759255684], ""type"": ""Point""}";39.48137759255684, -0.3871174575208346
45;99100501;Jardines del Real;Trinitat;5.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.36940484213226804, 39.48064378478171], ""type"": ""Point""}";39.48064378478171, -0.36940484213226804
52;99100514;Covadonga Pl;Tormos;5.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.37858459694472757, 39.48660822813426], ""type"": ""Point""}";39.48660822813426, -0.37858459694472757
67;99100622;Antigua Senda Senent C/;Mestalla;6.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.357926610699926, 39.4660850591941], ""type"": ""Point""}";39.4660850591941, -0.357926610699926
182;99101409;Guardia Civil y Adyacentes;Benimaclet;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3571489570382136, 39.48253894503639], ""type"": ""Point""}";39.48253894503639, -0.3571489570382136
198;99101506;Musico espi Pl;Torrefiel;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.37425107601884305, 39.49673220231391], ""type"": ""Point""}";39.49673220231391, -0.37425107601884305
303;99110732;Pechina PSO - Torres C/;Nou Moles;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39938426090747786, 39.474025615337865], ""type"": ""Point""}";39.474025615337865, -0.39938426090747786
320;99110817;Enrique Granados Pl;Patraix;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39471818544777104, 39.46177072840367], ""type"": ""Point""}";39.46177072840367, -0.39471818544777104
342;99110906;Bulevar SUR (III) Campos Crespo C/ - San Vicente C/;L'Hort de Senabre;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38807605135618856, 39.44654266681089], ""type"": ""Point""}";39.44654266681089, -0.38807605135618856
208;99101515;Torrebaja C/;Els Orriols;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3692996625894163, 39.49237357919334], ""type"": ""Point""}";39.49237357919334, -0.3692996625894163
242;99101632;Manuel Melin Fuster C/;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3902309098790572, 39.497520895985126], ""type"": ""Point""}";39.497520895985126, -0.3902309098790572
262;99110110;Centenar de la Ploma Pl;El Carme;1.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.37917509130611166, 39.47818155949788], ""type"": ""Point""}";39.47818155949788, -0.37917509130611166
270;99110146;Hort d'en Cendra C/;El Carme;1.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38177514960175735, 39.47922170584633], ""type"": ""Point""}";39.47922170584633, -0.38177514960175735
277;99110214;Francisco Sempere Sornells C/;Russafa;2.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.37114814463032886, 39.46075662595601], ""type"": ""Point""}";39.46075662595601, -0.37114814463032886
395;99111057;Sollana C/;Na Rovella;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3671759181869259, 39.45296946428865], ""type"": ""Point""}";39.45296946428865, -0.3671759181869259
402;99111073;U.E Casa Santa Pau;Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.37793982038791674, 39.44939619811781], ""type"": ""Point""}";39.44939619811781, -0.37793982038791674
416;99111939;Castillo de Jerica Pl;La Torre;19.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3932415396030878, 39.43524465862338], ""type"": ""Point""}";39.43524465862338, -0.3932415396030878
460;99120612;Jardines de Tabacalera;Exposicio;6.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.362172108432013, 39.47451316319031], ""type"": ""Point""}";39.47451316319031, -0.362172108432013
477;99120440;Parque de Cabecera;Sant Pau;4.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.4088934991004256, 39.479058501487486], ""type"": ""Point""}";39.479058501487486, -0.4088934991004256
491;99122014;Jardin del Turia Tramo 14;Cauce del Turia;20.0;TURIA;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3527183955189214, 39.458394761337125], ""type"": ""Point""}";39.458394761337125, -0.3527183955189214
375;99111029;Hermanos Maristas Av;Na Rovella;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3689379461790775, 39.451744938421996], ""type"": ""Point""}";39.451744938421996, -0.3689379461790775
377;99111029;Hermanos Maristas Av;Na Rovella;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.36150945417328567, 39.454807543233386], ""type"": ""Point""}";39.454807543233386, -0.36150945417328567
382;99111038;Nusico Cuesta Pl;La Fonteta de San Luis;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.36880452858566426, 39.44199539691911], ""type"": ""Point""}";39.44199539691911, -0.36880452858566426
383;99111040;Oriente C/ - Escultor Jose Capuz C/;Mont-Olivet;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.36167863176089726, 39.45997605337419], ""type"": ""Point""}";39.45997605337419, -0.36167863176089726
385;99111042;PAI Alqueria de Benet;Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3806967797003321, 39.44988760982539], ""type"": ""Point""}";39.44988760982539, -0.3806967797003321
387;99111043;PAI Moreras (II);La Punta;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3364918508429199, 39.451703938200076], ""type"": ""Point""}";39.451703938200076, -0.3364918508429199
393;99111053;Rafael Cort C/;Mont-Olivet;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3661636981566935, 39.45776424146967], ""type"": ""Point""}";39.45776424146967, -0.3661636981566935
399;99111068;Acequia Favara (PAI Musico Chapi);La Fonteta de San Luis;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.366067165263663, 39.445030013627225], ""type"": ""Point""}";39.445030013627225, -0.366067165263663
403;99111075;Ausias March Av - Juan Ramon Jimenez C/;Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.37571856649429475, 39.45536375932206], ""type"": ""Point""}";39.45536375932206, -0.37571856649429475
404;99111075;Ausias March Av - Juan Ramon Jimenez C/;Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3761375104300845, 39.456031488723895], ""type"": ""Point""}";39.456031488723895, -0.3761375104300845
412;99111902;Ador - Jose Siurana C/;Castellar-L'Oliveral;19.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.36203061927314895, 39.42915093801929], ""type"": ""Point""}";39.42915093801929, -0.36203061927314895
420;99111936;Tremolar CMNO - Doctor Ruiz y Comes Av;Castellar-L'Oliveral;19.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3626054653033236, 39.42450670812257], ""type"": ""Point""}";39.42450670812257, -0.3626054653033236
427;99111921;PAI UE 1 Peri P/S2;El Palmar;19.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3178904574694216, 39.313482286335734], ""type"": ""Point""}";39.313482286335734, -0.3178904574694216
431;99111917;Jose Marti C/ - Horno de Alcedo CMNO;El Forn d'Alcedo;19.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3745702252800433, 39.43162391350113], ""type"": ""Point""}";39.43162391350113, -0.3745702252800433
434;99110829;Patraix PAI;Sant Isidre;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3985565268373614, 39.455343766617524], ""type"": ""Point""}";39.455343766617524, -0.3985565268373614
441;99121811;Parque Lineal;Benimamet;18.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.41789392195266406, 39.50191847417432], ""type"": ""Point""}";39.50191847417432, -0.41789392195266406
442;99121810;Jardin de Panach;Benimamet;18.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.4238176027439411, 39.50130940196613], ""type"": ""Point""}";39.50130940196613, -0.4238176027439411
449;99120443;A7;Sant Pau;4.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.39937115578176885, 39.48797251043599], ""type"": ""Point""}";39.48797251043599, -0.39937115578176885
454;99121531;Parque de Orriols;Els Orriols;15.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3655812605234208, 39.494019996034204], ""type"": ""Point""}";39.494019996034204, -0.3655812605234208
455;99120510;Parque de Marxalenes;Marxalenes;4.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3830385529429984, 39.48822522329465], ""type"": ""Point""}";39.48822522329465, -0.3830385529429984
459;99120612;Jardines de Tabacalera;Exposicio;6.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3605242495981964, 39.47404547637384], ""type"": ""Point""}";39.47404547637384, -0.3605242495981964
467;99121121;Paseo Maritimo;Cabanyal-Canyamelar;11.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3244703508751992, 39.47333562488481], ""type"": ""Point""}";39.47333562488481, -0.3244703508751992
472;99121031;Parque Urbano de Malilla;Malilla;10.0;SUR;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.37573425725529797, 39.44877048712869], ""type"": ""Point""}";39.44877048712869, -0.37573425725529797
473;99120210;Parque Central;Russafa;2.0;SUR;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3783660674068891, 39.456645700269675], ""type"": ""Point""}";39.456645700269675, -0.3783660674068891
474;99120730;Parque del Oeste;Tres Forques;7.0;SUR;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3957913907191201, 39.46598334790274], ""type"": ""Point""}";39.46598334790274, -0.3957913907191201
475;99120730;Parque del Oeste;Tres Forques;7.0;SUR;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3969086488254864, 39.467799209583646], ""type"": ""Point""}";39.467799209583646, -0.3969086488254864
481;99122003;Jardin del Turia Tramo 3;Cauce del Turia;20.0;TURIA;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3913722836370015, 39.4775411756521], ""type"": ""Point""}";39.4775411756521, -0.3913722836370015
482;99122004;Jardin del Turia Tramo 4;Cauce del Turia;20.0;TURIA;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3870992394468184, 39.47906696536954], ""type"": ""Point""}";39.47906696536954, -0.3870992394468184
484;99122004;Jardin del Turia Tramo 4;Cauce del Turia;20.0;TURIA;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.38486043381275425, 39.48035942698277], ""type"": ""Point""}";39.48035942698277, -0.38486043381275425
486;99122007;Jardin del Turia Tramo 7;Cauce del Turia;20.0;TURIA;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.37478025147231486, 39.4800517569966], ""type"": ""Point""}";39.4800517569966, -0.37478025147231486
487;99122007;Jardin del Turia Tramo 7;Cauce del Turia;20.0;TURIA;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.37313435388644944, 39.47968831335391], ""type"": ""Point""}";39.47968831335391, -0.37313435388644944
488;99122009;Jardin del Turia Tramo 9;Cauce del Turia;20.0;TURIA;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3652689689626916, 39.472758317966964], ""type"": ""Point""}";39.472758317966964, -0.3652689689626916
492;99122014;Jardin del Turia Tramo 14;Cauce del Turia;20.0;TURIA;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3491660951402235, 39.45576645184361], ""type"": ""Point""}";39.45576645184361, -0.3491660951402235
493;99122016;Jardin del Turia Tramo 16;Cauce del Turia;20.0;TURIA;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.34741356833783776, 39.455097610147476], ""type"": ""Point""}";39.455097610147476, -0.34741356833783776
90;99101119;Gran Canaria C/;La Malva-Rosa;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.32918186495109225, 39.48280116230961], ""type"": ""Point""}";39.48280116230961, -0.32918186495109225
99;99101137;Toneleros C/;El Grau;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3365456720570923, 39.46006517917738], ""type"": ""Point""}";39.46006517917738, -0.3365456720570923
101;99101140;Libertador Simon Bolivar Pl;La Malva-Rosa;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3273717109580525, 39.47822983239065], ""type"": ""Point""}";39.47822983239065, -0.3273717109580525
103;99101143;Botanic Robillard Pl;La Malva-Rosa;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.32827477299495034, 39.48258373730007], ""type"": ""Point""}";39.48258373730007, -0.32827477299495034
107;99101148;Cami Cabañal - Jose Maria Haro C/;Betero;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3364017732615868, 39.47330277867379], ""type"": ""Point""}";39.47330277867379, -0.3364017732615868
108;99101151;Dr. Lluch C/ - Pescadors C/;Cabanyal-Canyamelar;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.32753255667186515, 39.469060861018534], ""type"": ""Point""}";39.469060861018534, -0.32753255667186515
112;99101207;Carolina Alvares C/ - Trafalgar C/;La Creu del Grau;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3443609180803641, 39.46033162930481], ""type"": ""Point""}";39.46033162930481, -0.3443609180803641
120;99101220;Santa Apolonia Pl;La Creu del Grau;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3484935338129147, 39.4640134543917], ""type"": ""Point""}";39.4640134543917, -0.3484935338129147
121;99101221;Jordi de San Jordi C/;Aiora;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3389678757619873, 39.46601358638824], ""type"": ""Point""}";39.46601358638824, -0.3389678757619873
134;99101240;Asensio Magraner Pl;Aiora;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3406012199944044, 39.465053419934186], ""type"": ""Point""}";39.465053419934186, -0.3406012199944044
141;99101304;L'Alguer C7 - Isla Perdida C/;L'Illa Perduda;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3410736656137175, 39.4710148388778], ""type"": ""Point""}";39.4710148388778, -0.3410736656137175
142;99101304;L'Alguer C7 - Isla Perdida C/;L'Illa Perduda;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.34151513625402635, 39.47136680494207], ""type"": ""Point""}";39.47136680494207, -0.34151513625402635
143;99101305;Grabador Manuel Peleguer C/;Ciutat Jardi;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3477119636863604, 39.472795744355494], ""type"": ""Point""}";39.472795744355494, -0.3477119636863604
8;99100409;Padre Ferris;Les Tendetes;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.38550395026712647, 39.48373705198869], ""type"": ""Point""}";39.48373705198869, -0.38550395026712647
10;99100417;Valle de la Ballestera C/ - Ciudad de Bolonia C/;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.39373403738737983, 39.48081169429458], ""type"": ""Point""}";39.48081169429458, -0.39373403738737983
11;99100418;Marques de San Juan C/;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.39712841581462494, 39.47830900375346], ""type"": ""Point""}";39.47830900375346, -0.39712841581462494
14;99100425;Diputat Luis Lucia Pl;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.39535290271701923, 39.47956649624549], ""type"": ""Point""}";39.47956649624549, -0.39535290271701923
15;99100427;Gregorio Grea C/;Les Tendetes;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3862643624916137, 39.48304979425031], ""type"": ""Point""}";39.48304979425031, -0.3862643624916137
16;99100427;Gregorio Grea C/;Les Tendetes;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3864947686083571, 39.482364296503874], ""type"": ""Point""}";39.482364296503874, -0.3864947686083571
17;99100430;Policia Local Pl y Adyacentes;Sant Pau;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.40126555763841165, 39.479051459922], ""type"": ""Point""}";39.479051459922, -0.40126555763841165
18;99100431;Padre Fullana y Adyacentes;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3930325726793855, 39.482615317605735], ""type"": ""Point""}";39.482615317605735, -0.3930325726793855
21;99100433;Reina Violante C/;Sant Pau;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.4008118462370012, 39.48509799669616], ""type"": ""Point""}";39.48509799669616, -0.4008118462370012
25;99100436;Tamarindos Av;Sant Pau;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.40176039178930495, 39.47573010344401], ""type"": ""Point""}";39.47573010344401, -0.40176039178930495
32;99100446;Catadau C/ y Adyacentes;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3964695445913596, 39.4777654607462], ""type"": ""Point""}";39.4777654607462, -0.3964695445913596
37;99100454;Jorge Comin C/;Sant Pau;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.4038855051516742, 39.48016447301609], ""type"": ""Point""}";39.48016447301609, -0.4038855051516742
41;99100456;Dragaminas C/;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.39725954813753683, 39.481006605256965], ""type"": ""Point""}";39.481006605256965, -0.39725954813753683
44;99100501;Jardines del Real;Trinitat;5.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3676470154139916, 39.480235402735815], ""type"": ""Point""}";39.480235402735815, -0.3676470154139916
54;99100520;Sagunto C/ (nº116);Sant Antoni;5.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.37479503695362815, 39.48717970065841], ""type"": ""Point""}";39.48717970065841, -0.37479503695362815
55;99100521;Almazora C/ - Ministro Luiz Mayans C/;Morvedre;5.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3712176059175716, 39.48673024641533], ""type"": ""Point""}";39.48673024641533, -0.3712176059175716
62;99100534;Ruaya C/ - Platero Suarez C/;Morvedre;5.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.37376786086642255, 39.48516564779584], ""type"": ""Point""}";39.48516564779584, -0.37376786086642255
65;99100613;Polo y Peyrolon C/;Mestalla;6.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3550346203839933, 39.47387793894258], ""type"": ""Point""}";39.47387793894258, -0.3550346203839933
69;99100626;Alfredo Candel Pl;Mestalla;6.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3562692340452034, 39.47068821166676], ""type"": ""Point""}";39.47068821166676, -0.3562692340452034
71;99100629;Polo de Bernabe Pl;Exposicio;6.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3631980160797805, 39.474824111619846], ""type"": ""Point""}";39.474824111619846, -0.3631980160797805
72;99101101;JJ Domine Doctor C;El Grau;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.33202698983219164, 39.46113669588075], ""type"": ""Point""}";39.46113669588075, -0.33202698983219164
78;99101108;Calabuig Pl;Cabanyal-Canyamelar;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.33217079147617856, 39.46397427964321], ""type"": ""Point""}";39.46397427964321, -0.33217079147617856
83;99101112;Campillo de Altobuey C/ y Adyacentes;Betero;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3347541824301377, 39.47515274080597], ""type"": ""Point""}";39.47515274080597, -0.3347541824301377
84;99101112;Campillo de Altobuey C/ y Adyacentes;Betero;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.33615684384950956, 39.47509729985718], ""type"": ""Point""}";39.47509729985718, -0.33615684384950956
86;99101114;Benisoda C/ - Manuel Estelles C/;Betero;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3344782875552909, 39.47205359697204], ""type"": ""Point""}";39.47205359697204, -0.3344782875552909
87;99101115;Musico Antonio Eximeno Pl;La Malva-Rosa;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3322258267542494, 39.47876443382048], ""type"": ""Point""}";39.47876443382048, -0.3322258267542494
186;99101415;Diogenes Lopez Mecho C/;Cami de Vera;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.35340767655536187, 39.48322032080462], ""type"": ""Point""}";39.48322032080462, -0.35340767655536187
